org_id,org_name,region,status,category_list,category_groups_list,founded_on,num_funding_rounds,total_funding_usd,employee_count,num_exits,age,founder_id,founder_name,founder_gender,investor_count,degree_type,institution_name,is_completed,subject,degree_category,subject_category,industry,funding_bucket
fe89550e-3c95-4739-866f-b529bd228093,QA Wolf,Washington,operating,"Cloud Data Services,Developer Platform,Information Technology,IT Management,Software","Information Technology,Internet Services,Software",2019-01-01,1.0,20100000.0,51-100,0.0,4.0,bcbaf51c-1ffd-40ae-befb-77bbdb3a6905,Laura Cressman,male,7.0,Degree,Dartmouth College,True,"Chemistry, Economics",Bachelor's Degree,Economics/Finance,Design/Internet Services,High
9dccff9f-a0f4-4396-a698-2f283afd4005,Backd,Texas,operating,"Financial Services,Information Technology,Software","Financial Services,Information Technology,Software",2018-01-01,4.0,87000000.0,11-50,0.0,5.0,f8126119-3dbc-4b08-bc8d-b869515a1fee,Michail Myburgh,male,1.0,Bachelor of Commerce (BCom),Stellenbosch University,True,Investments and Securities,Bachelor's Degree,Economics/Finance,Financial Services,Very High
c8902f02-bb9b-4d3b-b94a-33bced7204de,LumyMe,Ile-de-France,operating,"Marketplace,Photography,Virtual Reality","Commerce and Shopping,Content and Publishing,Hardware,Media and Entertainment,Software",2018-09-07,4.0,343554.0,11-50,0.0,5.0,d41ac1eb-7585-42b5-89d7-919af25b62f4,Ayoub ESSABIR,male,2.0,Engineer,ENSEIRB MATMECA,True,Software,Bachelor's Degree,Computer Science/IT,Commerce and Shopping,Low
69993042-f219-4449-aa3b-2ff026bbf839,Xilis,North Carolina,operating,"Biotechnology,Health Care,Health Diagnostics,Life Science,Pharmaceutical","Biotechnology,Health Care,Science and Engineering",2019-01-01,4.0,92000000.0,51-100,0.0,4.0,735438cf-a6f3-dbc2-10e2-4a3fcb0808e9,Steve Metzger,male,28.0,BA,Colorado College,True,Chemistry,Bachelor's Degree,Computer Science/IT,Health Care,Very High
0d1a342d-3b07-438f-9642-d818fd9bcd0f,Imprint,New York,operating,"Finance,Financial Services,Payments","Financial Services,Payments",2020-01-01,2.0,52000773.0,51-100,0.0,3.0,7713ccaf-e402-4838-a9c1-1d9ee0d71298,Manpreet Dhot,male,8.0,MBA,"Xavier Institute of Management, Bhubaneswar",False,Finance & Marketing,Bachelor's Degree,Economics/Finance,Financial Services,Very High
09f0c0bb-a53e-4c16-8e41-f736d16a2059,IDEAL Indonesia,Jakarta Raya,operating,"Consumer Lending,Credit,Finance,Financial Services,FinTech,Information Technology,Property Development,Real Estate,Software","Financial Services,Information Technology,Lending and Investments,Real Estate,Software",2021-01-01,1.0,3800000.0,11-50,0.0,2.0,9cdda286-cd34-489e-b1a2-7fe4a5ac127a,Jegan Sethu,male,3.0,MBA,IPMI International Business School,True,Business Administration,Bachelor's Degree,Business/Management,Financial Services,Medium
278e505f-f820-466c-bc85-04a10e740bbb,iATROS,Bayern,operating,"Artificial Intelligence,Health Care,Hospital,Machine Learning,Software","Artificial Intelligence,Data and Analytics,Health Care,Science and Engineering,Software",2019-07-01,1.0,2279901.0,11-50,0.0,4.0,9e7357ec-5fc2-46fa-954f-402c4c3074f2,Patrick Palacin,male,2.0,Master,Technical University of Munich,True,Information Systems,Master's Degree,Computer Science/IT,AI/Data Analytics,Medium
0b53fc26-35a3-42b7-94e1-16a43da09a3d,Avenue 8,California,operating,"Digital Marketing,Information Technology,Real Estate,Residential","Information Technology,Real Estate,Sales and Marketing",2020-01-01,3.0,18000000.0,51-100,0.0,3.0,37925036-1b85-0499-ee0f-dbbd34addf37,Ian Ivarson,male,8.0,BSBA,University of Denver,True,Finance,Bachelor's Degree,Economics/Finance,Commerce and Shopping,High
6dd1436d-b472-4a20-8b6c-2952527ebcd4,Molecule,Schaffhausen,operating,"Blockchain,Health Care,Life Science,Software","Biotechnology,Health Care,Other,Science and Engineering,Software",2019-01-01,3.0,20500000.0,11-50,0.0,4.0,1350c568-7609-694d-7f5e-7f8b4d95ecd6,Heinrich Tessendorf,male,44.0,Honors,University of the Free State,False,Quantity Surveying,Others,Computer Science/IT,Health Care,High
b8562edf-2e0d-4311-9929-eccc774e8d65,Caregility,New Jersey,operating,"Health Care,Hospital",Health Care,2019-01-01,1.0,25000000.0,51-100,0.0,4.0,8a1dc850-1957-459e-9fc3-c7179b04c232,Justin Trugman,male,1.0,B.S,Stevens Institute of Technology,False,Business and Technology,Bachelor's Degree,Computer Science/IT,Health Care,High
0c2fa298-5fe9-483e-9603-486345e24b07,Bareways,Schleswig-Holstein,operating,"Apps,Artificial Intelligence,Automotive,Information Technology,Software","Apps,Artificial Intelligence,Data and Analytics,Information Technology,Science and Engineering,Software,Transportation",2019-01-01,4.0,4619867.0,11-50,0.0,4.0,f7a69b4b-3a2f-bdfa-060a-873486b48691,Moritz Grotthuss,male,2.0,Degree,Ludwig Maximilian University of Munich,True,unknown,Bachelor's Degree,Other,AI/Data Analytics,Medium
70f3a143-e173-4971-b13f-9ebf708e9a2f,Truveta,Washington,operating,"Biotechnology,Health Care,Wellness","Biotechnology,Health Care,Science and Engineering",2020-01-01,3.0,195000000.0,51-100,0.0,3.0,c15a87f4-2153-4823-825e-e6a7c5fb3856,Jay Nanduri,male,17.0,Master of business administration,Wharton School of the University of Pennsylvania,True,General management,Master's Degree,Business/Management,Health Care,Very High
ba40a4c5-1060-46ce-9fe3-210fc9bd6310,Earthly Technologies,California,operating,"Cloud Infrastructure,Developer Tools,Software","Hardware,Internet Services,Software",2020-04-22,3.0,8550000.0,11-50,0.0,3.0,e623a15a-a73f-0b94-540b-4e7152fdafbf,Vlad A. Ionescu,male,14.0,BEng,Imperial College London,False,Computing,Bachelor's Degree,Computer Science/IT,Design/Internet Services,Medium
7dc73bfc-79b8-4015-a51d-c45c35ee8898,Silvertree,Massachusetts,operating,Consumer,Other,2020-01-01,2.0,12500000.0,11-50,0.0,3.0,b7799a83-c8f1-40e8-1fd6-70b6c4dc84f5,Steve Chambers,male,10.0,BA,Wesleyan University,False,"English, Comp-Sci",Bachelor's Degree,Arts/Humanities,Other,High
65cd9ac2-8acf-40e6-b4fd-1696dbe96c77,EyeLevel.ai,California,operating,"Advertising,Artificial Intelligence,Marketing Automation,Messaging,Software","Advertising,Artificial Intelligence,Data and Analytics,Information Technology,Internet Services,Messaging and Telecommunications,Sales and Marketing,Science and Engineering,Software",2018-01-01,2.0,2000000.0,11-50,0.0,5.0,68e0f17f-403f-4b35-9cb0-fd3c3e843b60,Benjamin Fletcher,male,6.0,Ph.D.,University of Tennessee,True,Materials Science and Engineering,Doctoral Degree,Engineering,AI/Data Analytics,Low
000b6d2d-75e0-4849-ace0-503889ae4808,GGPredict,Mazowieckie,operating,"Artificial Intelligence,Big Data,eSports,Gaming,Machine Learning,Predictive Analytics,Sports","Artificial Intelligence,Data and Analytics,Gaming,Science and Engineering,Software,Sports",2019-01-01,4.0,2060000.0,11-50,0.0,4.0,bc7e4f06-b725-ce0a-a620-5486abc8a2f1,Daniel Zawadzki,male,4.0,Engineering,Polish-Japanese Institute of Information Technology,True,Computer Science,Bachelor's Degree,Computer Science/IT,AI/Data Analytics,Medium
4bfc566f-335b-4d7d-b2d1-81559b7699f8,180° Insurance,Sao Paulo,operating,"Financial Services,FinTech,Insurance,InsurTech",Financial Services,2020-10-01,3.0,39618155.0,51-100,0.0,3.0,61a05dce-8dd7-4887-945f-c046b5dc15f4,Mauro Levi D'Ancona,male,13.0,BA,Brandeis University,True,"Economics, International Relations",Bachelor's Degree,Economics/Finance,Financial Services,High
